train_number,train_name,station_name,departure,source,destination
13052,Hool Express,SIURI,13:30:00,Siuri,Howrah Junction
52255,Gonda Bareilly Passenger,GONDA JN,06:30:00,NA,NA
12335,BHAGALPUR - MUMBAI LTT SF Exp,BHAGALPUR,09:00:00,NA,NA
52036,Pratapnagar Jambusar Passenger,Pratapnagar,10:00:00,NA,NA
54351,Aligarh Bareilly Passenger,ALIGARH JN,11:50:00,NA,NA
51432,Londa-Miraj Passenger,LONDA JN,11:40:00,NA,NA
13105,Sealdah-Ballia Express,KOLKATA SEALDAH,13:25:00,NA,NA
2435,Dibrugarh Guwahati Rajdhani Express,DIBRUGARH TOWN,19:00:00,NA,NA
16201,Bangalore City-Shimoga InterCity,BANGALORE CITY JN,16:30:00,NA,NA
1102,Gwalior Mumbai LTT (Weekly) Special,GWALIOR JN,15:00:00,NA,NA
52240,AISHBAGH - TIKUNIA PASSENGER,AISHBAGH,00:00:00,NA,NA
15696,Agartala Lumding Express,Agartala,14:10:00,NA,NA
54606,Ludhiana Hisar Passenger,LUDHIANA JN,17:00:00,NA,NA
5698,Hill Queen Express,Lower Haflong,13:45:00,NA,NA
13258,ANAND VIHAR DELHI - DANAPUR JanSadharan Exp,ANAND VIHAR TRM,00:00:00,NA,NA
11057,Dadar Amritsar Express Slip,MUMBAI DADAR CENTRAL,23:45:00,NA,NA
63569,Asansol jasidih mEMU,ASANSOL JN,17:25:00,NA,NA
11020,Konark Express,BHUBANESWAR,15:20:00,Bhubaneswar,Mumbai Cst
55046,Shahjehanpur Sitapur Passenger,SHAHJEHANPUR,14:35:00,NA,NA
11078,Jhelum Express,JAMMU TAWI,21:45:00,Jammu Tawi,Pune Junction
56911,Bangalore Hubli passenger,CHIKJAJUR JN,05:30:00,NA,NA
11107,Gwalior-Varanasi Bundelkhand Express,GWALIOR JN,20:40:00,NA,NA
12442,Bilaspur Rajdhani Express,NEW DELHI,15:45:00,NA,NA
11011,Mahalaxmi Express,MUMBAI CST,20:23:00,NA,NA
13238,Mathura Patna Express,MATHURA JN,22:00:00,NA,NA
11096,Ahimsa Express,PUNE JN,19:50:00,Pune Junction,Ahmedabad Junction
12081,Kozhikode - Trivandrum Jan Shatabdi,KOZHIKODE,06:15:00,NA,NA
12339,Coalfield Express,HOWRAH JN,17:20:00,NA,NA
59296,Bhavnagar Palitana Passenger,BHAVNAGAR TERMINUS,15:00:00,NA,NA
12124,Deccan Queen SF Express,PUNE JN,07:15:00,NA,NA
54267,Mughal Sarai Varanasi Passenger,MUGHAL SARAI JN,08:45:00,NA,NA
13021,Mithila Express,HOWRAH JN,15:45:00,Howrah Junction,Raxual Junction
63523,Barddhaman Asansol mEMU,BARDDHAMAN JN,17:20:00,NA,NA
11088,Pune Veraval Express,PUNE JN,19:50:00,Pune Junction,Veraval
18603,Ranchi-Bhagalpur Tri-Weekly Express,RANCHI,15:10:00,NA,NA
4031,Delhi-Panipat Special,OLD DELHI,05:30:00,NA,NA
64096,Nizamuddin Parikrama EMU,SHAKURBASTI,10:45:00,NA,NA
12219,Lokmanya Tilak (T)-Secunderabad AC Duronto Express,LOKMANYA TILAK TERM,23:05:00,NA,NA
16603,Maveli Express,MANGALORE CNTL,17:45:00,Mangalore Cntl,Trivandrum Cntl
11095,Ahimsa Express,AHMEDABAD JN,16:00:00,Ahmedabad Junction,Pune Junction
55578,Biraul Sakri Passenger,Biraul,11:30:00,NA,NA
12348,Rampur Hat-Howrah SF Express,RAMPUR HAT,16:35:00,NA,NA
12178,Chambal Express,MATHURA JN,04:20:00,Mathura Junction,Howrah Junction
12278,Puri-Howrah AC Duronto Express,PURI,06:30:00,NA,NA
55021,Samastipur Siwan InterCity Fast Passenger,SAMASTIPUR JN,16:00:00,NA,NA
12726,Siddhaganga InterCity Express,DHARWAR,05:15:00,NA,NA
58712,Dhamtari Telibandha Passenger,Dhamtari,06:30:00,NA,NA
12848,Digha-Howrah AC Duronto Express,Digha Flag Station,15:35:00,NA,NA
52580,Dharmanagar Agartala Passenger,Dharmanagar,11:10:00,NA,NA
12367,Vikramshila Express,BHAGALPUR,11:15:00,Bhagalpur,Anand Vihar Trm
19260,BHAVNAGAR - KOCHUVELI Exp,BHAVNAGAR TERMINUS,05:25:00,NA,NA
12685,Chennai - Mangalore Express,CHENNAI CENTRAL,17:00:00,NA,NA
53603,Gaya Dehri On Sone Passenger,GAYA JN,16:15:00,NA,NA
12686,Mangalore - Chennai Express,MANGALORE CNTL,16:10:00,NA,NA
12296,PATLIPUTRA - BANGALORE Sanghamitra SF Exp,PATLIPUTRA,00:00:00,NA,NA
12328,Upasana Express,DEHRADUN,22:25:00,Dehradun,Howrah Junction
56612,Nilambur Shoranur Passenger,Nilambur Road,06:45:00,NA,NA
19309,Shanti Express,Gandhinagar Capital,18:25:00,NA,NA
16216,Chamundi Express,BANGALORE CITY JN,18:15:00,Bangalore Cy Junction,Mysore Junction
7003,Hyderabad-Korba Special,HYDERABAD DECCAN,10:45:00,NA,NA
41009,Chennai Beach Velachery EMU,CHENNAI BEACH,06:00:00,NA,NA
12330,West Bengal Sampark Kranti Express,OLD DELHI,19:10:00,NA,NA
64090,Nizamuddin Parikrama EMU,DELHI H NIZAMUDDIN,09:15:00,NA,NA
12547,Agra Fort Ahmedabad Tri Weekly Express,AGRA FORT,22:25:00,NA,NA
52517,Sakri Laukaha Bazar Passenger,SAKRI JN,08:30:00,NA,NA
4853,Rewari Degana Merta Special,DEGANA JN,22:30:00,NA,NA
15233,KOLKATA CHITPUR - DARBHANGA Maithili Exp,KOLKATA CHITPUR,10:40:00,NA,NA
12409,Gondwana Express,RAIGARH,03:30:00,Raigarh,H Nizamuddin
52952,Junagadh Delvada Passenger,JUNAGADH JN,07:15:00,NA,NA
12533,Pushpak Express,LUCKNOW JN,19:45:00,Lucknow Ne,Mumbai Cst
16339,MUMBAI CST - NAGERCOIL Exp,MUMBAI CST,12:05:00,NA,NA
12030,Amritsar-New Delhi Swarna Shatabdi Express,AMRITSAR JN,16:55:00,NA,NA
52282,Chhapra Thawe Passenger,CHHAPRA,21:35:00,NA,NA
12961,Avantika Express,Mumbai Central,19:05:00,Mumbai Central,Indore Junction Bg
12149,PUNE - PATLIPUTRA SF Exp,PUNE JN,20:55:00,NA,NA
14038,Pathankot Delhi Express,PATHANKOT,07:00:00,NA,NA
63511,Barddhaman Asansol mEMU,BARDDHAMAN JN,08:40:00,NA,NA
12302,New Delhi-Howrah Rajdhani Express,NEW DELHI,17:00:00,NA,NA
52236,Shahjahanpur Pilibhit Passenger,Shahjahanpur,17:45:00,NA,NA
14795,Ekta Express,Bhiwani,04:30:00,NA,NA
52512,Narkatiaganj Raxaul Passenger,NARKATIAGANJ JN,15:15:00,NA,NA
12593,Lucknow-Bhopal Garib Rath,LUCKNOW JN,22:45:00,NA,NA
12237,Varanasi-Jammu Tawi SF Express,VARANASI JN,12:50:00,NA,NA
12681,Chennai-Coimbatore Express,CHENNAI CENTRAL,22:30:00,NA,NA
58831,Nagpur Chindwara Passenger,NAGPUR,04:55:00,NA,NA
47110,Hyderabad Lingampalli MMTS,HYDERABAD DECCAN,11:25:00,NA,NA
18233,INDORE - BILASPUR Narmada Exp,INDORE JN BG,16:50:00,NA,NA
7106,Hyderabad-Ajmer Weekly Special,HYDERABAD DECCAN,21:35:00,NA,NA
53511,Madhupur Giridih Pass,MADHUPUR JN,03:20:00,NA,NA
14033,Jammu Mail,OLD DELHI,20:20:00,Delhi,Udhampur
56334,Kollam Punalur Passenger,KOLLAM JN,08:40:00,NA,NA
15722,Paharia Express,NEW JALPAIGURI,21:15:00,New Jalpaiguri,Digha Flag Stn
53494,Rajmahal-Teenpahar Pass.,Rajmahal,22:20:00,NA,NA
12285,Secunderabad- Hazrat Nizamuddin Duronto Express,SECUNDERABAD JN,13:30:00,NA,NA
17063,Ajanta Express,MANMAD JN,21:00:00,Manmad Junction,Secunderabad Junction
17479,Puri-Tirupati Express,PURI,13:00:00,NA,NA
57239,Chennai Gudur Passenger,CHENNAI CENTRAL,16:00:00,NA,NA
12307,Howrah-Jodhpur SF Express,HOWRAH JN,23:30:00,NA,NA
54807,Ajmer Jaipur Passenger,AJMER JN,18:15:00,NA,NA
16231,Mayiladuturai Mysore Express,MAYILADUTURAI JN,17:45:00,NA,NA
56918,Shimoga Bangalore Passenger,Shimoga Town,13:50:00,NA,NA
15050,Poorvanchal Express,GORAKHPUR JN,08:00:00,NA,NA
58025,Kharagpur-Hatia Passenger,KHARAGPUR JN,08:35:00,NA,NA
13104,Bhagirathi Express,Lalgola,05:50:00,Lalgola,Sealdah
55245,Barauni-Sonpur Passenger,BARAUNI JN,17:45:00,NA,NA
7607,Secunderabad - Mancherial Special,SECUNDERABAD JN,05:30:00,NA,NA
41503,Chennai Beach Velachery Sunday EMU,CHENNAI BEACH,06:20:00,NA,NA
9721,Jaipur Delhi Sarai Rohilla SF Special,JAIPUR,06:00:00,NA,NA
14227,Varuna Express,VARANASI JN,04:55:00,Varanasi Junction,Lucknow Nr
53548,Jasidih Andal Passenger,JASIDIH JN,13:30:00,NA,NA
59045,Vapi Passenger,MUMBAI BANDRA TERMINUS,09:25:00,NA,NA
12381,Poorva Express,HOWRAH JN,08:20:00,Howrah Junction,New Delhi
54052,Ludhiana Firozpur Passenger,FIROZPUR CANT,13:45:00,NA,NA
11424,Hubli Jn - Solapur Express,HUBLI JN,15:00:00,NA,NA
58864,Jabalpur Balaghat Passenger,JABALPUR,06:00:00,NA,NA
41067,Chennai Beach Velachery EMU,CHENNAI BEACH,11:55:00,NA,NA
63521,Barddhaman Asansol mEMU,BARDDHAMAN JN,16:05:00,NA,NA
16734,Okha-Rameswaram Express,OKHA,06:05:00,NA,NA
59342,Bina Nagda Passenger,BINA JN,04:00:00,NA,NA
12289,Mumbai CSTM-Nagpur Duronto Express,MUMBAI CST,20:15:00,NA,NA
18510,Nanded-Visakhapatnam Express,HUZUR SAHIB NANDED,16:15:00,NA,NA
11049,Ahmedabad-Kolhapur Express,AHMEDABAD JN,19:30:00,NA,NA
15017,MUMBAI LTT - GORAKHPUR Kashi Exp,LOKMANYA TILAK TERM,06:35:00,NA,NA
5697,Hill Queen Express,LUMDING JN,09:45:00,NA,NA
55326,KASGANJ LUCKNOW PASS,KASGANJ,14:55:00,NA,NA
16537,Bangalore-Nagercoil Weekly Express,BANGALORE CITY JN,23:05:00,NA,NA
54703,Abohar Jodhpur passenger,ABOHAR,19:00:00,NA,NA
14096,Himalayan Queen,Kalka,16:50:00,Kalka,Delhi S Rohilla
52331,Raghopur-Saharsa Passenger,Rathopur,04:10:00,NA,NA
16221,Kaveri Express,MYSORE JN,20:30:00,NA,NA
12216,Mumbai Bandra T. - Delhi Sarai Rohilla Garib Rath,MUMBAI BANDRA TERMINUS,12:55:00,NA,NA
12647,Kongu Express,COIMBATORE JN,15:15:00,Coimbatore Junction,H Nizamuddin
58718,RAJIM TELIBANDHA PASS,Rajim,09:35:00,NA,NA
12972,Bhavnagar Bandra Express,BHAVNAGAR TERMINUS,20:30:00,NA,NA
54212,Kanpur Rae Bareli Passenger,KANPUR CENTRAL,14:30:00,NA,NA
12710,Simhapuri SF Express,SECUNDERABAD JN,22:30:00,NA,NA
14012,Anand Vihar-Kathgodam AC Express,ANAND VIHAR TRM,06:00:00,NA,NA
11048,Hubli Miraj Express,HUBLI JN,23:00:00,NA,NA
54057,Delhi Shamli Passenger,OLD DELHI,21:00:00,NA,NA
12136,Nagpur Pune Express,NAGPUR,18:35:00,Nagpur,Pune Junction
19264,Delhi SaraiRohilla-Porbandar Express,DELHI SARAI ROHILLA,08:20:00,NA,NA
12629,Karnataka Sampark Kranti Express,YESVANTPUR JN,12:50:00,NA,NA
47180,Lingampalli Falaknuma MMTS,LINGAMPALLI,12:00:00,NA,NA
12738,Secunderabad - Kakinada Gowthami SF Express,SECUNDERABAD JN,21:15:00,NA,NA
54481,Haridwar Rishikesh Passenger,HARIDWAR JN,05:20:00,NA,NA
17213,Narasapur-Nagarsol Express,Narasapur,10:30:00,NA,NA
12196,Ajmer-Agra Fort Express,AJMER JN,15:10:00,NA,NA
12556,Gorakhdham Express,Hisar,16:35:00,NA,NA
57584,Purna Akola Passenger,PURNA JN,22:00:00,NA,NA
11039,Kolhapur-Gorakhpur Express Slip,C SHAHU M RAJ KOLHAPUR TERM,15:30:00,NA,NA
53230,Danapur Rajgir Passenger,DANAPUR,17:55:00,NA,NA
11050,Kolhapur-Ahmedabad Express,C SHAHU M RAJ KOLHAPUR TERM,12:50:00,NA,NA
12988,Ajmer Sealdah Express,AJMER JN,12:45:00,NA,NA
14115,Haridwar Express,ALLAHABAD JN,23:35:00,NA,NA
52243,PILIBHIT - AISHBAGH PASSENGER,PILIBHIT JN,11:25:00,NA,NA
12417,Prayagraj Express,ALLAHABAD JN,21:30:00,NA,NA
59702,Hisar-Jaipur Passenger,Hisar,23:30:00,NA,NA
11069,Tulsi Express,LOKMANYA TILAK TERM,05:20:00,Lokmanyatilak T,Allahabad Junction
18312,VARANASI - SAMBALPUR Exp,VARANASI JN,14:50:00,NA,NA
19011,Gujarat Express,Mumbai Central,05:45:00,Mumbai Central,Ahmedabad Junction
58722,RAJIM ABHANPUR PASS,Rajim,18:35:00,NA,NA
22423,Guwahati-New Delhi Rajdhani Express,GUWAHATI,07:05:00,NA,NA
12150,PATLIPUTRA - PUNE SF Exp,PATLIPUTRA,00:00:00,NA,NA
18182,Chhapra-Tata Express,CHHAPRA,12:50:00,NA,NA
54305,Moradabad Hapur Passenger,MORADABAD,05:40:00,NA,NA
12392,Shramjeevi Express,NEW DELHI,13:15:00,NA,NA
57474,Bodhan Mahbubnagar Passenger,Bodhan,04:45:00,NA,NA
13510,Gonda-Asansol Express,GONDA JN,15:00:00,NA,NA
19801,Kota-Indore Intercity Express,KOTA JN,06:30:00,NA,NA
11018,Chalukya Express,YESVANTPUR JN,06:30:00,NA,NA
12061,HabibGanj Bhopal-Jabalpur Jan Shatabdi,HABIBGANJ,17:40:00,NA,NA
15001,Rapti Ganga Express,MUZAFFARPUR JN,14:00:00,NA,NA
18452,Tapaswini Express Slip,PURI,20:40:00,NA,NA
12702,Hussain Sagar Express,HYDERABAD DECCAN,14:45:00,NA,NA
17002,Secunderabad Sainagar Shirdi Express,SECUNDERABAD JN,16:40:00,NA,NA
13153,Sealdah-Malda Town Gour Express,KOLKATA SEALDAH,22:15:00,NA,NA
16202,Shimoga-Bangalore City InterCity,Shimoga Town,06:20:00,NA,NA
13014,Rampurhat-Barddhaman Tri-Weekly Express,RAMPUR HAT,18:40:00,NA,NA
12431,TRIVANDRUM - DELHI H NIZAMUDDIN Rajdhani Exp,TRIVANDRUM CENTRAL,19:15:00,NA,NA
12797,Venkatadri SF Express,KACHEGUDA,20:05:00,NA,NA
54422,Rewari Delhi Sarai Rohilla Passenger,REWARI,05:30:00,NA,NA
12535,Lucknow-Raipur Garib Rath Express,LUCKNOW JN,14:40:00,NA,NA
56010,Vellore Cantt. Arakkonam Passenger,VELLORE CANT,16:10:00,NA,NA
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,06:10:00,NA,NA
56335,Punalur Kollam Passenger,Punalur,13:50:00,NA,NA
14084,Sikkim Mahananda Express,OLD DELHI,06:40:00,NA,NA
18631,Ranchi Garib Nawaz Express,RANCHI,20:10:00,NA,NA
18627,Howrah-Ranchi InterCity Express,HOWRAH JN,14:15:00,NA,NA
12885,Aranyak Express,KOLKATA SHALIMAR,07:45:00,Shalimar,Bhojudih Junction
12695,Chennai-Trivandrum SuperFast Express,CHENNAI CENTRAL,15:25:00,NA,NA
40035,Chennai Beach TambaramEMU (12 car),CHENNAI BEACH,09:21:00,NA,NA
12195,Agra Fort - Ajmer Express,AGRA FORT,05:10:00,NA,NA
57583,Akola Purna Passenger,AKOLA JN,23:00:00,NA,NA
11126,Gwalior Indore Express,GWALIOR JN,19:30:00,NA,NA
58424,Cuttack Bhadrakh Passenger,CUTTACK,09:15:00,NA,NA
13022,Mithila Express,RAXAUL JN,10:00:00,Raxual Junction,Howrah Junction
64002,Panipat Delhi EMU,PANIPAT JN,06:30:00,NA,NA
15714,InterCity Express,PATNA JN,14:15:00,NA,NA
54561,Firozpur Bhatinda Passenger,BHATINDA JN,06:45:00,NA,NA
12270,Hazrat Nizamuddin-Chennai Duronto,DELHI H NIZAMUDDIN,15:50:00,NA,NA
56337,Punalur Kollam Passenger,Punalur,19:15:00,NA,NA
52028,Dabhoi Choranda Mix Passenger,Dabhoi Junction,09:55:00,NA,NA
59832,Kota Vadodara Passenger,KOTA JN,09:30:00,NA,NA
11464,Jabalpur-Somnath Express,JABALPUR,12:00:00,NA,NA
56046,Kanyakumari Nagercoil Passenger,KANYAKUMARI,07:20:00,NA,NA
12213,Yeswantpur-Delhi Sarai Rohilla AC Duronto Express,YESVANTPUR JN,23:40:00,NA,NA
16534,BANGALORE CITY - JODHPUR Exp,BANGALORE CITY JN,00:00:00,NA,NA
19108,Udhampur-Ahmedabad Janmabhoomi Express,UDHAMPUR,20:50:00,NA,NA
55750,Haldibari New Jalpaiguri Passenger,HALDIBARI,11:45:00,NA,NA
22162,Damoh Bhopal Rajya Rani Express,DAMOH,05:00:00,NA,NA
59422,Somnath Rajkot Passenger,SOMNATH,04:20:00,NA,NA
12226,Kaifiat Express,OLD DELHI,19:20:00,NA,NA
41049,Chennai Beach Velachery EMU,CHENNAI BEACH,09:45:00,NA,NA
12963,Mewar Express,DELHI H NIZAMUDDIN,19:05:00,H Nizamuddin,Udaipur City
16557,Rajya Rani Express,MYSORE JN,16:15:00,NA,NA
12897,Puducherry-Bhubaneswar Express,Puducherry,18:30:00,NA,NA
37657,Howrah-Memari Local,HOWRAH JN,08:40:00,NA,NA
8469,Puri-Bangalore weekly Garib Rath special,PURI,14:30:00,NA,NA
53139,KolkataChitpur-Chittaranjan Passenger,KOLKATA CHITPUR,23:25:00,NA,NA
12787,Bilaspur Tirunelveli SF Express,BILASPUR JN,08:10:00,NA,NA
12990,Ajmer-Dadar SF Express,AJMER JN,19:20:00,NA,NA
12562,Swatantrata Sainani Express,NEW DELHI,20:40:00,NA,NA
15723,NewJalpaiguri-Darbhanga Weekly Express,NEW JALPAIGURI,22:00:00,NA,NA
13147,Uttar Banga Express,KOLKATA SEALDAH,19:35:00,Sealdah,New Cooch Behar
14213,Varanasi-Gonda Intercity Express,VARANASI JN,14:15:00,NA,NA
13111,Lal Quila Express,KOLKATA CHITPUR,20:15:00,NA,NA
12588,Amarnath Express,JAMMU TAWI,22:45:00,NA,NA
23142,Teesta Torsa Express,HALDIBARI,13:15:00,Haldibari,Sealdah
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,07:25:00,NA,NA
12231,Lucknow-Chandigarh Express,LUCKNOW,22:30:00,NA,NA
59721,Jaipur Hisar Passenger,JAIPUR,05:15:00,NA,NA
12229,Lucknow Mail,LUCKNOW,22:10:00,Lucknow Nr,New Delhi
58603,Kharagpur-Dhanbad Passenger,KHARAGPUR JN,14:20:00,NA,NA
12493,Bangalore-Hazrat Nizammudin Rajdhani Express,BANGALORE CITY JN,20:20:00,NA,NA
15281,Kosi Express,SAHARSA JN,05:10:00,NA,NA
13414,Farakka Express,OLD DELHI,21:50:00,NA,NA
56376,Ernakulam Guruvayur Passenger,ERNAKULAM JN,20:15:00,NA,NA
11124,Gwalior Barauni Mail,GWALIOR JN,11:45:00,NA,NA
58806,Gondia Wadsa Passenger,GONDIA JN,19:05:00,NA,NA
11030,Koyna Express,C SHAHU M RAJ KOLHAPUR TERM,07:55:00,C Shahumharaj T,Mumbai Cst
58717,Telibandha Rajim Passenger,Telibandha,16:15:00,NA,NA
17613,Pune Nanded Exp,PUNE JN,22:00:00,NA,NA
59439,Ahmadabad Passenger,Mumbai Central,12:15:00,Mumbai Central,Ahmedabad Junction
8569,Visakhapatnam-Kollam Sabarimalai Special,VISHAKAPATNAM,09:00:00,NA,NA
52332,Saharsa-Raghopur Passenger,SAHARSA JN,23:45:00,NA,NA
14036,Dhauladhar Express,PATHANKOT,22:30:00,Pathankot,Delhi
15620,KAMAKHYA - GAYA Weekly Exp,KAMAKHYA,07:00:00,NA,NA
47138,Lingampalli Hyderabad MMTS,LINGAMPALLI,12:50:00,NA,NA
12973,Indore-Jaipur SF Express,INDORE JN BG,22:30:00,NA,NA
13244,Dehri On Sone Patna InterCity Express,DEHRI ON SONE,05:20:00,NA,NA
51611,KOTA - BINA Passenger,KOTA JN,08:05:00,NA,NA
13050,Amritsar Howrah Express,AMRITSAR JN,18:10:00,NA,NA
59116,Godhra Anand Passenger,GODHRA JN,18:10:00,NA,NA
12696,Trivandrum-Chennai Superfast Express,TRIVANDRUM CENTRAL,17:10:00,NA,NA
56614,Nilambur Road Shoranur Passenger,Nilambur Road,09:05:00,NA,NA
14324,New Delhi Express,ROHTAK JN,14:15:00,NA,NA
52271,Anand Nagar Gonda Passenger,Anand Nagar,08:40:00,NA,NA
12355,Archana Express,RAJENDRA NAGAR BIHAR,07:05:00,NA,NA
13243,Patna Dehri On Sone InterCity Express,PATNA JN,17:30:00,NA,NA
11057,Dadar Amritsar Express,MUMBAI DADAR CENTRAL,23:45:00,NA,NA
57502,Bodhan Nizamabad Passenger,Bodhan,07:45:00,NA,NA
11077,Jhelum Express,PUNE JN,17:20:00,Pune Junction,Jammu Tawi
16325,Ahilyanagari Express,INDORE JN BG,16:05:00,NA,NA
12718,Ratnachal SF Express,VIJAYAWADA JN,06:05:00,NA,NA
40015,Chennai Beach Tambaram EMU(12 Car),CHENNAI BEACH,07:57:00,NA,NA
13187,Maa Tara Express,KOLKATA SEALDAH,07:25:00,NA,NA
58117,Jharsuguda Gondia Passenger,JHARSUGUDA JN,07:00:00,NA,NA
12648,Kongu Express,DELHI H NIZAMUDDIN,08:40:00,H Nizamuddin,Coimbatore Junction
55232,Mokama Begusarai Passenger,MOKAMEH JN,17:25:00,NA,NA
12021,Barbil Janshatabdi,HOWRAH JN,06:20:00,NA,NA
59161,Bharuch Vadtal Swaminarayan Passenger,BHARUCH JN,06:00:00,NA,NA
12126,Pragati Superfast Express,PUNE JN,07:50:00,NA,NA
59235,Dhola Mahuva Passenger,DHOLA JN,06:30:00,NA,NA
12204,Amritsar Saharsa Garib Rath,AMRITSAR JN,04:40:00,NA,NA
55247,Barauni-Hajipur Passenger,BARAUNI JN,14:40:00,NA,NA
16589,Rani Chennamma Express,BANGALORE CITY JN,21:15:00,NA,NA
55732,Barsoi Katihar Passenger,BARSOI JN,04:25:00,NA,NA
16866,Tea Garden Express,ERNAKULAM JN,22:05:00,NA,NA
16089,Yelagiri Express,CHENNAI CENTRAL,17:55:00,NA,NA
12715,Sachkhand SF Express,HUZUR SAHIB NANDED,09:30:00,NA,NA
17205,Sainagar Shirdi-Kakinada Express,SAINAGAR SHIRDI,17:10:00,NA,NA
11023,Sahyadri Express,MUMBAI CST,17:50:00,Mumbai Cst,C Shahumharaj T
54555,Dhuri Bathinda Passenger,DHURI JN,06:20:00,NA,NA
17036,Telangana Express,SIRPUR KAGAZNAGAR,14:50:00,Sirpur Kagazngr,Secunderabad Junction
54329,Balamau Shahjahanpur Passenger,BALAMU JN,17:30:00,NA,NA
8470,Bangalore-Puri Garib Rath Special,BANGALORE CITY JN,23:55:00,NA,NA
59213,Bhanvad Porbandar Passenger,BHANVAD,07:30:00,NA,NA
12160,Jabalpur - Amravati Express,JABALPUR,20:50:00,NA,NA
52298,Shahjahanpur Pilibhit Passenger,Shahjahanpur,09:10:00,NA,NA
11401,Nandigram Express,MUMBAI CST,16:35:00,Mumbai Cst,Nagpur
12853,DURG - BHOPAL Amarkantak SF Exp,DURG,18:20:00,NA,NA
6301,Nagercoil-Mangalore Special,NAGERCOIL JN,16:50:00,NA,NA
55749,New Jalpaiguri Haldibari Passenger,NEW JALPAIGURI,09:15:00,NA,NA
16630,Malabar Express,MANGALORE CNTL,18:25:00,Mangalore Cntl,Trivandrum Cntl
21125,Indore Bhind Express,INDORE JN BG,20:15:00,Indore Junction Bg,Bhind
12352,Danapur- Howrah Express,DANAPUR,20:35:00,NA,NA
18614,Chopan Ranchi Express,CHOPAN,09:05:00,NA,NA
7301,Mysore Shimoga Express,MYSORE JN,22:15:00,NA,NA
57226,Visakhapatnam Vijayawada Passenger,VISHAKAPATNAM,09:15:00,NA,NA
12827,Howrah Purulia Express,HOWRAH JN,16:50:00,NA,NA
52295,Bareilly Lal Kuan Passenger,Thawe Junction,17:10:00,NA,NA
12891,Baripada- Bhubaneswar Express,Baripada,05:07:00,NA,NA
55512,Bairgania-Darbhanga Passenger,SITAMARHI JN,17:15:00,NA,NA
12466,Jodhpur-Indore Ranthambhore Intercity Express,JODHPUR JN,05:55:00,NA,NA
12805,Janmabhoomi Express,VISHAKAPATNAM,06:00:00,Vishakapatnam,Secunderabad Junction
6618,Nagercoil-Coimbatore Special,NAGERCOIL JN,20:15:00,NA,NA
59716,Rewari Phulera Passenger,REWARI,05:30:00,NA,NA
5306,KanpurAnwarganj-Farrukhabad Special,KANPUR ANWARGANJ,14:55:00,NA,NA
55129,Varanasi Allahabad Passenger,VARANASI JN,17:25:00,NA,NA
16180,Mannai Express,Mannargudi,21:15:00,Mannargudi,Chennai Egmore
59272,Bhavnagar Surendranagar Passenger,BHAVNAGAR TERMINUS,08:35:00,NA,NA
12676,Kovai Express,COIMBATORE JN,14:20:00,Coimbatore Junction,Chennai Central
57217,Guntur Macherla Passenger,GUNTUR JN,08:00:00,NA,NA
12001,Bhopal-New Delhi Shatabdi Express,BHOPAL JN,14:40:00,NA,NA
12608,BANGALORE - CHENNAI CENTRAL Lalbagh Exp,BANGALORE CITY JN,06:30:00,NA,NA
16590,Rani Chennamma Express,C SHAHU M RAJ KOLHAPUR TERM,14:20:00,NA,NA
16107,Chennai Egmore-Mangalore Express,CHENNAI EGMORE,22:15:00,NA,NA
19325,Indore Amritsar (Weekly) Express,INDORE JN BG,17:30:00,NA,NA
54386,Kotdwara Najibabad Passenger,KOTDWARA,10:30:00,NA,NA
12309,Rajendra Nagar-New Delhi Rajdhani Express,RAJENDRA NAGAR BIHAR,19:00:00,NA,NA
58703,Durg Gondia Passenger,RAIPUR JN,05:30:00,NA,NA
18204,Betwa Express,KANPUR CENTRAL,18:20:00,Kanpur Central,Durg
6302,Mangalore-Nagercoil Special,MANGALORE JN,16:15:00,NA,NA
6201,Mysore-Sainagar Shirdi Special,MYSORE JN,05:30:00,NA,NA
13331,Dhanbad Patna Express,DHANBAD JN,08:30:00,NA,NA
12396,Ajmer-RajendraNagar Ziyarat Express,AJMER JN,23:55:00,NA,NA
59024,Valsad Mumbai Passenger,VALSAD,04:50:00,NA,NA
12308,Jodhpur-Howrah SF Express,JODHPUR JN,20:30:00,NA,NA
63156,BAIDYANATH JASIDIH PASS,Baidyanathdham Deoghar,10:50:00,NA,NA
8043,Kolkata Shalimar-Haridwar Puja Special,KOLKATA SHALIMAR,17:20:00,NA,NA
12239,Mumbai Central Jaipur AC Duronto Express,Mumbai Central,23:15:00,NA,NA
13153,Gour Express Slip,KOLKATA SEALDAH,22:15:00,NA,NA
56701,Madurai Passenger,KOLLAM JN,18:10:00,Punalur,Madurai Junction
8567,Visakhapatnam Sainagar Shirdi special,VISHAKAPATNAM,05:30:00,NA,NA
59441,Mumbai Central-Ahmedabad Passenger,Mumbai Central,22:40:00,NA,NA
14010,Patalkot Express,DELHI SARAI ROHILLA,12:20:00,Delhi S Rohilla,Chhindwara Junction
56301,Alappuzha Kollam Passenger,ALLEPPEY,17:25:00,NA,NA
15236,Darbhanga-Howrah Express,DARBHANGA JN,16:10:00,NA,NA
