train_number,train_name,station_name,departure,source,destination
15228,MUZAFFARPUR - YESVANTPUR Weekly Exp,MUZAFFARPUR JN,07:25:00,NA,NA
12492,JAMMU TAWI - BARAUNI Maur Dhwaj Express,JAMMU TAWI,20:15:00,NA,NA
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,CHENNAI EGMORE,20:50:00,NA,NA
47203,Falaknuma Lingampalli MMTS,KACHEGUDA FALAKNUMA,20:45:00,NA,NA
13287,DURG - RAJENDRA NAGAR South Bihar Exp,DURG,07:05:00,NA,NA
57435,Kacheguda Kurnool Town Passenger,KACHEGUDA,18:00:00,NA,NA
12871,HOWRAH - TITLAGARH Ispat Exp,HOWRAH JN,06:55:00,NA,NA
9722,Delhi Sarai Rohilla -Jaipur SF Special,DELHI SARAI ROHILLA,17:35:00,NA,NA
12484,AMRITSAR - KOCHUVELI SF Exp,AMRITSAR JN,06:05:00,NA,NA
52911,Ranuj Ahmedabad Fast Passenger,RANUJ,06:15:00,NA,NA
15667,GANDHIDHAM - KAMAKHYA Exp,GANDHIDHAM BG,13:15:00,NA,NA
55529,Samastipur-Raxaul Passenger,SAMASTIPUR JN,07:40:00,NA,NA
15023,GORAKHPUR - YESVANTPUR Exp,GORAKHPUR JN,08:00:00,NA,NA
18210,Raipur Dalli Rajhara Express,RAIPUR JN,18:40:00,NA,NA
14314,BAREILLY - MUMBAI LTT Weekly Exp,BAREILLY,10:45:00,NA,NA
53423,JAMALPUR KIUL PASS,JAMALPUR JN,11:35:00,NA,NA
12779,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,VASCO DA GAMA,15:10:00,NA,NA
31927,Sealdah Gede EMU,KOLKATA SEALDAH,21:30:00,NA,NA
13248,RAJENDRA NAGAR - GUWAHATI Capital Exp,RAJENDRA NAGAR BIHAR,22:54:00,NA,NA
6837,Karaikkudi Manamadurai Passenger,Karaikkudi Junction,18:30:00,NA,NA
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,ERNAKULAM JN,13:10:00,NA,NA
54604,Ludhiana Hisar Passenger,LUDHIANA JN,13:50:00,NA,NA
15668,KAMAKHYA - GANDHIDHAM Exp,KAMAKHYA,11:00:00,NA,NA
58223,Manendragarh Ambikapur Passang,Manendragarh,07:25:00,NA,NA
14002,ATARI SHYAM SINGH - OLD DELHI Samjhauta Exp,ATARI,20:15:00,NA,NA
58417,Puri Gunupur Passenger,PURI,07:50:00,NA,NA
52473,PATHANKOT - JOGINDER NAGAR PASSENGER,PATHANKOT,10:00:00,NA,NA
